,visit_id,name,num_nodes,num_edges,nodes_div_by_edges,edges_div_by_nodes,in_degree,out_degree,in_out_degree,ancestors,descendants,closeness_centrality,average_degree_connectivity,eccentricity,is_parent_script,is_ancestor_script,ascendant_has_ad_keyword,is_eval_or_function,descendant_of_eval_or_function,ascendant_script_has_eval_or_function,ascendant_script_has_fp_keyword,ascendant_script_length,num_get_storage,num_set_storage,num_get_cookie,num_set_cookie,num_script_predecessors,num_script_successors,num_requests_sent,num_requests_received,num_redirects_sent,num_redirects_rec,max_depth_redirect,indirect_in_degree,indirect_out_degree,indirect_ancestors,indirect_descendants,indirect_closeness_centrality,indirect_average_degree_connectivity,indirect_eccentricity,indirect_mean_in_weights,indirect_min_in_weights,indirect_max_in_weights,indirect_mean_out_weights,indirect_min_out_weights,indirect_max_out_weights,num_set_get_src,num_set_mod_src,num_set_url_src,num_get_url_src,num_set_get_dst,num_set_mod_dst,num_set_url_dst,num_get_url_dst,indirect_all_in_degree,indirect_all_out_degree,indirect_all_ancestors,indirect_all_descendants,indirect_all_closeness_centrality,indirect_all_average_degree_connectivity,indirect_all_eccentricity,content_policy_type,url_length,is_subdomain,is_valid_qs,is_third_party,base_domain_in_query,semicolon_in_query,screen_size_present,ad_size_present,ad_size_in_qs_present,keyword_raw_present,keyword_char_present
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-solvnet-plus.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,96,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-snug.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,88,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-blogs.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,89,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-events.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,90,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-training.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,92,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-news.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,88,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-webinars.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,92,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-glossary.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,92,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/dataLayer.min.00771f09b37f2c4d1f873f9b7ac8f11f.js,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,script,109,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://cdn.cookielaw.org/consent/c3922e14-e9c5-45ad-af19-28880fac108e/c3922e14-e9c5-45ad-af19-28880fac108e.json,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,2.0,2.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,xmlhttprequest,112,0,1,1,0,0,0,0,0,1,0
0,3063639692373196,https://api.kickfire.com/v3/company:(all)?key=0f4406209bd48327&vlocKey=33e1cf7s3b87c2b9,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,xmlhttprequest,87,0,1,1,0,0,0,0,0,0,0
0,3063639692373196,https://dpm.demdex.net/id?d_visid_ver=5.5.0&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_orgid=96E61CFE53295EF20A490D45%40AdobeOrg&d_nsid=0&ts=1703091943447,312,628,0.4968152866242038,2.0128205128205128,1,1,2,1,1,0.003215434083601286,1.7166666666666666,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,24,14,0.08570153251004314,17.333333333333332,3,1.0,1.0,1.0,1.0,1.0,1.0,8,7,0,0,0,0,1,0,2,2,29,43,0.04292349308426478,17.727272727272727,-1,xmlhttprequest,149,0,1,1,0,0,0,0,0,1,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/synopsys-pagelibs/resources/fonts/Roboto/Roboto-Regular.ttf,312,628,0.4968152866242038,2.0128205128205128,1,5,6,1,5,0.003215434083601286,18.833333333333332,-1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,0,0,23,23,24,0,0.16111888111888112,0.0,3,3.4166666666666665,1.0,4.0,-1.0,-1.0,-1.0,0,0,0,0,21,0,3,0,24,24,29,5,0.0711626332712811,5.551724137931035,-1,font,119,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/hw-sw-banner-1900x500.jpg,312,628,0.4968152866242038,2.0128205128205128,1,5,6,1,5,0.003215434083601286,18.833333333333332,-1,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,1,0,0,0,23,23,23,143,0.15413752913752915,19.146341463414632,3,3.1481481481481484,1.0,4.0,3.0,3.0,3.0,18,0,0,0,21,3,3,0,24,24,28,308,0.06813244112279483,25.319148936170212,-1,image,93,1,1,0,0,0,0,1,0,1,1
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/synopsys-pagelibs/resources/fonts/Roboto/Roboto-Light.ttf,312,628,0.4968152866242038,2.0128205128205128,1,5,6,1,5,0.003215434083601286,18.833333333333332,-1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,0,0,23,23,24,0,0.16111888111888112,0.0,3,3.4166666666666665,1.0,4.0,-1.0,-1.0,-1.0,0,0,0,0,21,0,3,0,24,24,29,5,0.0711626332712811,5.551724137931035,-1,font,117,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/synopsys-pagelibs/resources/fonts/Roboto/Roboto-Bold.ttf,312,628,0.4968152866242038,2.0128205128205128,1,5,6,1,5,0.003215434083601286,18.833333333333332,-1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,0,0,23,23,24,0,0.16111888111888112,0.0,3,3.4166666666666665,1.0,4.0,-1.0,-1.0,-1.0,0,0,0,0,21,0,3,0,24,24,29,5,0.0711626332712811,5.551724137931035,-1,font,116,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/synopsys-pagelibs/resources/fonts/Roboto/Roboto-Medium.ttf,312,628,0.4968152866242038,2.0128205128205128,1,5,6,1,5,0.003215434083601286,18.833333333333332,-1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,0,0,23,23,24,0,0.16111888111888112,0.0,3,3.4166666666666665,1.0,4.0,-1.0,-1.0,-1.0,0,0,0,0,21,0,3,0,24,24,29,5,0.0711626332712811,5.551724137931035,-1,font,118,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/hp-id-background-1900x500.jpg,312,628,0.4968152866242038,2.0128205128205128,1,5,6,1,5,0.003215434083601286,18.833333333333332,-1,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,1,0,0,0,23,23,23,143,0.15413752913752915,19.146341463414632,3,3.1481481481481484,1.0,4.0,3.0,3.0,3.0,18,0,0,0,21,3,3,0,24,24,28,308,0.06813244112279483,25.319148936170212,-1,image,97,1,1,0,0,0,0,1,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/banner-video/synopsys-marquee-8sec-banner-compressed-v3.mp4,312,628,0.4968152866242038,2.0128205128205128,1,5,6,1,5,0.003215434083601286,18.833333333333332,-1,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,1,0,0,0,23,23,23,143,0.15413752913752915,19.146341463414632,3,3.1481481481481484,1.0,4.0,3.0,3.0,3.0,18,0,0,0,21,3,3,0,24,24,28,308,0.06813244112279483,25.319148936170212,-1,media,119,1,1,0,0,0,0,0,0,1,1
0,3063639692373196,https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,2.0,2.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,xmlhttprequest,65,0,1,1,0,0,0,0,0,0,0
0,3063639692373196,https://metrics.synopsys.com/id?d_visid_ver=5.5.0&d_fieldgroup=A&mcorgid=96E61CFE53295EF20A490D45%40AdobeOrg&mid=19086238959287144893874509203827431075&ts=1703091945266,312,628,0.4968152866242038,2.0128205128205128,1,2,3,1,2,0.003215434083601286,4.090909090909091,-1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.5,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,1,0,3,0,4,4,29,2,0.04662379421221865,7.0,-1,xmlhttprequest,168,1,1,0,0,0,0,0,0,1,0
0,3063639692373196,https://smetrics.synopsys.com/ee/v1/identity/acquire?configId=64e044c9-ff74-4a68-94d3-d68d6c752634&requestId=e3c2bde0-458d-4f1b-b95b-2c3eef370020,312,628,0.4968152866242038,2.0128205128205128,1,2,3,1,2,0.003215434083601286,4.090909090909091,-1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.5,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,1,0,3,0,4,4,29,2,0.04662379421221865,7.0,-1,xmlhttprequest,145,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,"https://c.go-mpulse.net/api/config.json?key=NF6LE-XXX7A-MEUWY-9UVCB-RT7NF&d=www.synopsys.com&t=5676973&v=1.687.0&sl=0&si=5aae9036-7688-4a76-ab41-80820995a62b-s5z65g&plugins=AK,ConfigOverride,Continuity,PageParams,IFrameDelay,AutoXHR,SPA,History,Angular,Backbone,Ember,RT,CrossDomain,BW,PaintTiming,NavigationTiming,ResourceTiming,Memory,CACHE_RELOAD,Errors,TPAnalytics,UserTiming,Akamai,Early,LOGN&acao=&ak.ai=406515",312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,24,0,0.09154481881754609,0.0,3,1.75,1.0,3.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,4,0,5,5,29,0,0.04828892971979789,0.0,-1,xmlhttprequest,416,0,1,1,0,0,0,0,0,1,1
0,3063639692373196,https://cdn.cookielaw.org/consent/c3922e14-e9c5-45ad-af19-28880fac108e/3541fb36-a0c2-4055-a3f5-f157b7f8258d/en.json,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,2.0,2.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,xmlhttprequest,115,0,1,1,0,0,0,0,0,1,0
0,3063639692373196,https://cdn.cookielaw.org/scripttemplates/6.27.0/assets/otFlat.json,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,2.0,2.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,xmlhttprequest,67,0,1,1,0,0,0,0,0,0,0
0,3063639692373196,https://cdn.cookielaw.org/scripttemplates/6.27.0/assets/v2/otPcTab.json,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,2.0,2.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,xmlhttprequest,71,0,1,1,0,0,0,0,0,0,0
0,3063639692373196,https://cdn.cookielaw.org/scripttemplates/6.27.0/assets/otCommonStyles.css,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,2.0,2.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,xmlhttprequest,74,0,1,1,0,0,0,0,0,0,0
0,3063639692373196,https://smetrics.synopsys.com/ee/jpn3/v1/privacy/set-consent?configId=64e044c9-ff74-4a68-94d3-d68d6c752634&requestId=c203c805-d9b4-44e7-80d2-f0de392c7da9,312,628,0.4968152866242038,2.0128205128205128,1,6,7,1,6,0.003215434083601286,6.1098901098901095,-1,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,1,0,0,0,4,4,24,0,0.09154481881754609,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,3,0,3,0,5,5,29,6,0.04828892971979789,8.818181818181818,-1,xmlhttprequest,153,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://pubads.g.doubleclick.net/activity;xsp=5209651;ord=6474711390329222?,312,628,0.4968152866242038,2.0128205128205128,1,1,2,1,1,0.003215434083601286,1.7166666666666666,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,39,0,0.11688311688311687,0.0,3,1.5,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,1,0,1,0,3,3,54,1,0.058969847721895285,0.75,-1,image,75,0,1,1,0,0,0,0,0,1,0
0,3063639692373196,https://smetrics.synopsys.com/ee/jpn3/v1/interact?configId=64e044c9-ff74-4a68-94d3-d68d6c752634&requestId=51364edb-68e9-49f7-aed7-b775eaf4c4fe,312,628,0.4968152866242038,2.0128205128205128,1,12,13,1,12,0.003215434083601286,9.923076923076923,-1,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,1,0,0,0,4,4,24,0,0.09154481881754609,0.0,3,2.3333333333333335,1.0,8.0,-1.0,-1.0,-1.0,0,0,0,0,3,0,3,0,5,5,29,12,0.04828892971979789,8.941176470588236,-1,xmlhttprequest,142,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://static.cloud.coveo.com/atomic/v2/themes/coveo.css,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24,0,0.08570153251004314,0.0,3,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,1,0,2,2,29,0,0.04292349308426478,0.0,-1,stylesheet,57,0,1,1,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/bin/cs-info.json,312,628,0.4968152866242038,2.0128205128205128,1,17,18,1,17,0.003215434083601286,13.296296296296296,-1,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,1,0,0,0,24,24,24,0,0.16783216783216784,0.0,3,3.5384615384615383,1.0,9.0,-1.0,-1.0,-1.0,0,0,0,0,23,0,3,0,25,25,29,17,0.07511611289746338,6.976190476190476,-1,xmlhttprequest,41,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/synopsys-pagelibs/resources/images/favicon.ico,312,628,0.4968152866242038,2.0128205128205128,1,17,18,1,17,0.003215434083601286,13.296296296296296,-1,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,1,0,0,0,24,24,24,0,0.16783216783216784,0.0,3,3.5384615384615383,1.0,9.0,-1.0,-1.0,-1.0,0,0,0,0,23,0,3,0,25,25,29,17,0.07511611289746338,6.976190476190476,-1,image,106,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://insight.adsrvr.org/track/up?adv=oruz32j&ref=https%3A%2F%2Fwww.synopsys.com%2F&upid=opsf1w6&upv=1.1.0,312,628,0.4968152866242038,2.0128205128205128,1,2,3,1,2,0.003215434083601286,4.090909090909091,-1,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,0,8,8,29,5,0.11531605649252707,4.642857142857143,3,1.6,1.0,2.0,2.0,2.0,2.0,6,0,0,0,5,2,3,0,9,9,53,42,0.06144322680840825,6.176470588235294,-1,sub_frame,108,0,1,1,0,0,0,0,0,1,1
0,3063639692373196,https://367-mrv-360.mktoresp.com/webevents/visitWebPage?_mchNc=1703091951953&_mchCn=&_mchId=367-MRV-360&_mchTk=_mch-synopsys.com-1703091951953-89886&_mchHo=www.synopsys.com&_mchPo=&_mchRu=%2F&_mchPc=https%3A&_mchVr=163&_mchEcid=96E61CFE53295EF20A490D45%40AdobeOrg%3A11%3A19086238959287144893874509203827431075&_mchHa=&_mchRe=&_mchQp=,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,beacon,333,0,1,1,0,0,0,0,0,1,0
0,3063639692373196,https://846-esg-342.mktoresp.com/webevents/visitWebPage?_mchNc=1703091951953&_mchCn=&_mchId=846-ESG-342&_mchTk=_mch-synopsys.com-1703091951953-89886&_mchHo=www.synopsys.com&_mchPo=&_mchRu=%2F&_mchPc=https%3A&_mchVr=163&_mchEcid=96E61CFE53295EF20A490D45%40AdobeOrg%3A11%3A19086238959287144893874509203827431075&_mchHa=&_mchRe=&_mchQp=,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,beacon,333,0,1,1,0,0,0,0,0,1,0
0,3063639692373196,https://smetrics.synopsys.com/ee/jpn3/v1/interact?configId=64e044c9-ff74-4a68-94d3-d68d6c752634&requestId=22051116-0dce-4be8-889e-bc564bcdb1c7,312,628,0.4968152866242038,2.0128205128205128,1,13,14,1,13,0.003215434083601286,9.428571428571429,-1,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,1,0,0,0,4,4,24,0,0.09154481881754609,0.0,3,2.142857142857143,1.0,8.0,-1.0,-1.0,-1.0,0,0,0,0,4,0,3,0,5,5,29,13,0.04828892971979789,8.666666666666666,-1,xmlhttprequest,142,1,1,0,0,0,0,0,0,0,0
